week,gameId,playId,nflId,displayName,position,frameId,teamAbbr,quarter,down,yardsToGo,yardlineNumber,yards_to_EZ,gameClock,av_x,av_y,av_dir,av_or,av_speed,av_dis,av_acc,wasInitialPassRusher,pred,class
1,2022091200,286,47871,Cody Barton,MLB,136,SEA,1,2,10,11,89,11:18:00,4.121542123647865,1.3598722526354952,200.53346153846155,270.80538461538464,0.8202564102564103,0.08141025641025641,1.088974358974359,0,0.09583142434946557,0
1,2022091200,286,47941,Michael Jackson,CB,136,SEA,1,2,10,11,89,11:18:00,6.311285713391455,-11.8049995422363,169.67038461538462,315.32794871794874,0.3412820512820513,0.03397435897435897,0.4103846153846154,0,0.0010325068115283442,0
1,2022091200,286,52435,Jordyn Brooks,ILB,136,SEA,1,2,10,11,89,11:18:00,4.440131867237609,-2.093845696082454,231.28910256410256,285.05384615384617,0.6153846153846154,0.05871794871794872,0.970897435897436,0,0.09023939250526423,0
1,2022091200,286,52456,Darrell Taylor,OLB,136,SEA,1,2,10,11,89,11:18:00,1.1475677646735063,-6.574358516595274,201.63833333333332,281.35705128205126,0.09769230769230768,0.00858974358974359,0.2021794871794872,1,0.7803734147135981,1
1,2022091200,286,54618,Tariq Woolen,CB,136,SEA,1,2,10,11,89,11:18:00,2.6639780210837625,10.01602609878934,230.9029487179487,232.385,0.23115384615384615,0.02294871794871795,0.3862820512820513,0,0.023896208697402676,0
1,2022091200,346,35562,Al Woods,NT,114,SEA,1,2,1,45,55,09:43:00,0.9549224665714724,-0.0800005340575994,206.26707692307693,259.5813846153846,0.08630769230769231,0.0083076923076923,0.1636923076923077,1,0.9939178580181279,1
1,2022091200,346,42543,Quandre Diggs,FS,114,SEA,1,2,1,45,55,09:43:00,10.997845543494549,6.093384081327016,134.14876923076923,239.91892307692308,0.3933846153846154,0.03846153846153846,0.3923076923076923,0,2.409650797881717e-4,0
1,2022091200,346,43436,Quinton Jefferson,DE,114,SEA,1,2,1,45,55,09:43:00,0.927230158879164,2.813384081327016,176.0913846153846,260.97,0.4144615384615385,0.04153846153846154,0.4983076923076923,1,0.9679032313181202,1
1,2022091200,346,44818,Jamal Adams,SS,114,SEA,1,2,1,45,55,09:43:00,9.62938400503301,-5.108154380211446,172.19123076923077,267.9655384615385,0.6147692307692307,0.06184615384615385,0.4298461538461538,0,0.0011641756641587757,0
1,2022091200,346,46117,Uchenna Nwosu,OLB,114,SEA,1,2,1,45,55,09:43:00,0.920153235802241,5.573384081327016,187.85092307692307,224.52923076923076,0.672,0.0663076923076923,0.919846153846154,1,0.8252717036090061,1
1,2022091200,346,46487,Poona Ford,DE,114,SEA,1,2,1,45,55,09:43:00,1.1007686204176257,-2.8413851494422144,214.4012307692308,257.99615384615385,0.17861538461538462,0.01784615384615384,0.3269230769230769,1,0.9687772314595271,1
1,2022091200,346,47871,Cody Barton,MLB,114,SEA,1,2,1,45,55,09:43:00,3.7113840050330102,0.993537927480862,181.09292307692303,285.5376923076923,1.2286153846153849,0.12215384615384615,1.4596923076923076,0,0.10683231691753203,0
1,2022091200,346,47941,Michael Jackson,CB,114,SEA,1,2,1,45,55,09:43:00,2.6039993896483944,-9.089538995596062,173.08015384615385,331.88584615384616,0.8983076923076924,0.09,0.5506153846153846,0,0.013482571851448109,0
1,2022091200,346,52435,Jordyn Brooks,ILB,114,SEA,1,2,1,45,55,09:43:00,3.5472301588791644,0.9592302351731696,168.086,267.994,1.0043076923076923,0.10015384615384616,1.0187692307692309,0,0.11658648920369588,0
1,2022091200,346,52456,Darrell Taylor,OLB,114,SEA,1,2,1,45,55,09:43:00,0.9473840050330102,-6.289846687903753,220.41907692307691,307.51846153846157,0.24784615384615383,0.02415384615384615,0.39615384615384613,1,0.8028063825738752,1
1,2022091200,346,54618,Tariq Woolen,CB,114,SEA,1,2,1,45,55,09:43:00,2.1466147742637793,8.083076389019324,160.34646153846154,203.81061538461535,0.5133846153846154,0.05138461538461538,0.8456923076923077,0,0.02529877523469519,0
1,2022091200,401,42543,Quandre Diggs,FS,107,SEA,1,1,10,18,18,08:34:00,11.681765621409657,7.913921339745651,138.97450980392156,242.17803921568628,0.8174509803921569,0.08294117647058824,0.6039215686274509,0,1.9066823231813157e-4,0
1,2022091200,401,43436,Quinton Jefferson,DE,107,SEA,1,1,10,18,18,08:34:00,1.110393072390046,3.367254673078984,153.8192156862745,268.73,0.3205882352941177,0.03372549019607843,0.3915686274509804,1,0.9638101357691893,1
1,2022091200,401,44818,Jamal Adams,SS,107,SEA,1,1,10,18,18,08:34:00,11.63529503317436,-4.31686297397984,107.29274509803922,266.4082352941177,0.657843137254902,0.06705882352941177,0.4109803921568628,0,2.1483529335572047e-4,0
1,2022091200,401,46117,Uchenna Nwosu,OLB,107,SEA,1,1,10,18,18,08:34:00,2.063922484154752,8.573529182882906,176.18607843137255,229.37196078431373,0.6550980392156862,0.06509803921568627,0.5135294117647059,0,0.6456666441569392,1
1,2022091200,401,46487,Poona Ford,DE,107,SEA,1,1,10,18,18,08:34:00,0.7770597390567126,-2.600980621038663,207.3421568627451,241.4849019607843,0.10588235294117648,0.0096078431372549,0.2711764705882353,1,0.9760269495032174,1
1,2022091200,401,47871,Cody Barton,MLB,107,SEA,1,1,10,18,18,08:34:00,4.391961699841026,-2.4192159151563093,200.76745098039217,263.2896078431373,0.1696078431372549,0.01607843137254902,0.2943137254901961,0,0.059238321622368924,0
1,2022091200,401,47941,Michael Jackson,CB,107,SEA,1,1,10,18,18,08:34:00,1.8358832684684776,-9.664510032803369,197.1241176470588,306.7798039215686,0.6227450980392157,0.06196078431372549,0.6186274509803922,0,0.031740069436402035,0
1,2022091200,401,48198,Bryan Mone,NT,107,SEA,1,1,10,18,18,08:34:00,0.8321577782723989,-0.04431395437199656,199.4635294117647,315.0786274509804,0.10098039215686276,0.01019607843137255,0.22470588235294117,1,0.9945531445275978,1
1,2022091200,401,52435,Jordyn Brooks,ILB,107,SEA,1,1,10,18,18,08:34:00,5.013334248860635,1.796666437784866,219.5413725490196,274.47901960784316,0.20862745098039215,0.02,0.3668627450980392,0,0.04962493183808855,0
1,2022091200,401,52456,Darrell Taylor,OLB,107,SEA,1,1,10,18,18,08:34:00,0.9684322880763208,-6.249019836724938,219.41294117647055,284.81686274509804,0.16686274509803922,0.01725490196078431,0.2703921568627451,1,0.8230218829779201,1
1,2022091200,401,54618,Tariq Woolen,CB,107,SEA,1,1,10,18,18,08:34:00,7.0970597390567125,12.346078202490748,153.8943137254902,244.28254901960784,0.5558823529411765,0.05607843137254902,0.542156862745098,0,6.078636186464679e-4,0
1,2022091200,467,41464,Shelby Harris,DT,116,SEA,1,3,10,18,18,07:41:00,1.7814889039384274,2.864255090267136,258.4051063829787,261.1182978723404,0.14659574468085107,0.01468085106382978,0.1776595744680851,1,0.994123598336798,1
1,2022091200,467,42543,Quandre Diggs,FS,116,SEA,1,3,10,18,18,07:41:00,14.843403797555448,9.072765728565008,149.69489361702128,243.9985106382979,0.5012765957446809,0.05085106382978723,0.4693617021276596,0,2.1451018956431438e-5,0
1,2022091200,467,42827,Justin Coleman,CB,116,SEA,1,3,10,18,18,07:41:00,4.114467627342683,8.142552962607562,293.21829787234043,271.3227659574468,2.092553191489362,0.21340425531914897,1.2727659574468084,0,0.017221900752781218,0
1,2022091200,467,43436,Quinton Jefferson,DE,116,SEA,1,3,10,18,18,07:41:00,1.2004250741511933,-3.4344683139881833,186.35127659574468,266.8068085106383,0.18829787234042553,0.02106382978723404,0.2295744680851064,1,0.970706842907389,1
1,2022091200,467,44818,Jamal Adams,SS,116,SEA,1,3,10,18,18,07:41:00,7.299148478406512,-5.271064058669034,150.22829787234042,243.1408510638298,0.798936170212766,0.08148936170212766,0.5355319148936171,0,0.008242410469838366,0
1,2022091200,467,44873,Josh Jones,FS,116,SEA,1,3,10,18,18,07:41:00,15.012765499683107,-7.827659803349885,96.1472340425532,272.7457446808511,0.28361702127659577,0.02723404255319149,0.5378723404255319,0,1.2956249438207058e-5,0
1,2022091200,467,46117,Uchenna Nwosu,OLB,116,SEA,1,3,10,18,18,07:41:00,1.6363825209597038,5.865531686011817,201.71,235.10936170212767,0.2927659574468085,0.02851063829787234,0.48425531914893616,1,0.766130756790634,1
1,2022091200,467,47941,Michael Jackson,CB,116,SEA,1,3,10,18,18,07:41:00,6.729361244363959,-15.281489590583927,72.60787234042553,255.76936170212767,0.42404255319148937,0.04234042553191489,0.51,0,5.571969725261696e-4,0
1,2022091200,467,52435,Jordyn Brooks,ILB,116,SEA,1,3,10,18,18,07:41:00,8.13255273372566,3.8231912604799017,210.1704255319149,267.5555319148936,0.3376595744680851,0.03361702127659574,0.5608510638297872,0,0.006353223130380545,0
1,2022091200,467,52456,Darrell Taylor,OLB,116,SEA,1,3,10,18,18,07:41:00,1.542127201810768,-6.159361931009459,234.51021276595745,289.8068085106383,0.1651063829787234,0.01595744680851063,0.2853191489361702,1,0.7821217628768439,1
1,2022091200,467,54618,Tariq Woolen,CB,116,SEA,1,3,10,18,18,07:41:00,7.124893159257576,15.43808487750118,173.3291489361702,228.37978723404257,0.4072340425531915,0.04170212765957447,0.4693617021276596,0,7.850379104126174e-4,0
1,2022091200,565,35459,Kareem Jackson,SS,98,DEN,1,1,10,42,42,06:40:00,11.075712759835389,12.4600004577637,32.98238095238095,240.7952380952381,0.5328571428571428,0.05476190476190476,0.4780952380952381,0,2.471298648076906e-4,0
1,2022091200,565,42393,Ronald Darby,CB,98,DEN,1,1,10,42,42,06:40:00,6.693331807454436,-7.382856685093442,164.34047619047618,309.4104761904762,0.03857142857142857,0.00238095238095238,0.12238095238095238,0,6.4122747898463e-4,0
1,2022091200,565,42826,DeShawn Williams,DE,98,DEN,1,1,10,42,42,06:40:00,0.8757127598353869,2.824286172049414,152.1547619047619,234.61666666666667,0.10904761904761905,0.01,0.24,1,0.9667330721583486,1
1,2022091200,565,42929,Alex Singleton,ILB,98,DEN,1,1,10,42,42,06:40:00,4.786665140787767,3.9742861720494145,195.27095238095237,263.1495238095238,0.07428571428571429,0.00666666666666666,0.2138095238095238,0,0.051526110545838895,0
1,2022091200,565,43387,Justin Simmons,FS,98,DEN,1,1,10,42,42,06:40:00,11.561427045549673,-4.178094780331539,199.09666666666664,299.5847619047619,0.2571428571428571,0.02523809523809523,0.4776190476190476,0,2.492818596071215e-4,0
1,2022091200,565,45011,D.J. Jones,NT,98,DEN,1,1,10,42,42,06:40:00,0.7461889503115774,-0.11523763747439528,106.41380952380952,316.15666666666664,0.09666666666666666,0.01095238095238095,0.18,1,0.9921055185844563,1
1,2022091200,565,46074,Bradley Chubb,OLB,98,DEN,1,1,10,42,42,06:40:00,2.6171413312639578,10.095238553001796,94.99714285714286,222.96380952380952,1.7185714285714286,0.17047619047619048,2.013333333333333,0,0.5660083693763467,1
1,2022091200,565,47854,Dre'Mont Jones,DE,98,DEN,1,1,10,42,42,06:40:00,0.8723794265020542,-3.2942852565220133,236.3295238095238,264.75904761904764,0.12761904761904763,0.0119047619047619,0.2280952380952381,1,0.9774435437860595,1
1,2022091200,565,52706,Jonas Griffith,ILB,98,DEN,1,1,10,42,42,06:40:00,5.150474664597292,-0.9409519231886808,280.6566666666667,274.79380952380956,0.12523809523809523,0.01238095238095238,0.16904761904761906,0,0.06084594786992727,0
1,2022091200,565,53438,Patrick Surtain,CB,98,DEN,1,1,10,42,42,06:40:00,8.34761752174015,20.520476648239892,258.24666666666667,241.9895238095238,0.23333333333333336,0.02428571428571428,0.5466666666666666,0,4.6539917148796453e-4,0
1,2022091200,565,53534,Baron Browning,ILB,98,DEN,1,1,10,42,42,06:40:00,0.9990460931687194,-5.595237637474395,254.19285714285715,276.94761904761907,0.5961904761904762,0.06095238095238095,0.5647619047619048,1,0.5894241393022586,1
1,2022091200,664,35459,Kareem Jackson,SS,98,DEN,1,2,6,12,88,04:10:00,12.056340853063029,1.8975604415521568,145.63243902439024,258.8575609756098,0.5812195121951219,0.05804878048780488,0.3809756097560976,0,1.9536416676532256e-4,0
1,2022091200,664,42030,K'Waun Williams,CB,98,DEN,1,2,6,12,88,04:10:00,5.001950609160591,-12.575122485277111,224.3239024390244,299.73634146341465,0.3568292682926829,0.036097560975609753,0.4678048780487805,0,0.003928065118929128,0
1,2022091200,664,42393,Ronald Darby,CB,98,DEN,1,2,6,12,88,04:10:00,8.21853597501425,5.568048246430205,202.82341463414633,201.55024390243904,0.4058536585365854,0.03975609756097561,0.48829268292682926,0,3.6755707220238314e-4,0
1,2022091200,664,42403,Randy Gregory,OLB,98,DEN,1,2,6,12,88,04:10:00,1.3563408530630277,6.453658002527766,177.61463414634147,214.52024390243903,0.3441463414634146,0.03560975609756098,0.40195121951219515,0,0.7814177812634568,1
1,2022091200,664,42826,DeShawn Williams,DE,98,DEN,1,2,6,12,88,04:10:00,1.4241457311118089,-2.4397566316185753,221.93341463414637,272.2451219512195,0.23146341463414635,0.02414634146341463,0.4041463414634146,1,0.9693528020190592,1
1,2022091200,664,42929,Alex Singleton,ILB,98,DEN,1,2,6,12,88,04:10:00,5.492926218916688,-5.433415168203941,220.5548780487805,278.4692682926829,0.22073170731707317,0.02292682926829268,0.29609756097560974,0,0.03919344131347414,0
